audio,source_file,token_id,vowel_raw,vowel,f1,f2,time,dur,word,file_name
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3123-1,u,u,467.2912719748677,633.9153493634016,1345.7637499999998,0.0599999999999454,cuentas,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3132-1,u,u,532.8197227464591,614.0433917964252,1348.5437499999998,0.0599999999999454,cuentas,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3202-1,u,u,454.41720487239536,923.9462471817632,1379.97575,0.0699999999999363,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3320-1,u,u,532.2313079712512,1275.787988045338,1457.73775,0.2599999999999909,bueno,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3457-1,u,u,450.5892980517668,1465.1187920787063,1533.99875,0.0899999999999181,sucesivamente,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3472-2,u,u,410.4529864117772,740.9715139818475,1564.89375,0.0599999999999454,igual,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3490-1,u,u,450.1341696192883,924.4906602191083,1570.48575,0.0699999999999363,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3525-1,u,u,447.979223974726,896.099508802435,1589.77775,0.0799999999999272,Pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3551-1,u,u,449.0817825883224,767.0977246368208,1599.08875,0.0900000000001455,fue,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3753-1,u,u,542.9972738498008,1121.81173504735,1660.73375,0.0599999999999454,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3881-4,u,u,473.5454350544841,898.8207259208884,1708.99575,0.0699999999999363,computador,061ea7d0-Audio_SP16.v0
