audio,source_file,token_id,vowel_raw,vowel,f1,f2,time,dur,word,file_name
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-51-1,u,u,467.3411075024897,883.9612977867233,65.49575,0.0699999999999931,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-124-1,u,u,493.14182754627495,919.6603614893958,102.18775,0.0799999999999983,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-136-4,u,u,486.1562580460417,937.8915825136268,105.43375,0.0600000000000022,después,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-142-2,u,u,431.6311507305724,1115.509319578292,106.94275,0.1099999999999994,Educación,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-177-2,u,u,378.7512334179381,712.0538323043212,124.71375,0.0600000000000022,Igual,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-191-4,u,u,407.0092479731177,1055.076221733931,128.12375000000003,0.0599999999999738,virtual,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-195-1,u,u,478.9952918627196,913.5500618339064,139.76375000000002,0.0600000000000022,Pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-248-1,u,u,396.4438992152988,736.3262365626776,154.42275,0.1099999999999852,funciona,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-283-1,u,u,434.6030883990354,854.5901479675232,164.05375,0.0600000000000022,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-395-1,u,u,455.5621022486989,956.5955136713824,220.27275,0.0500000000000113,pues,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-404-1,u,u,468.1348395023136,889.0828343060481,222.96375,0.0600000000000022,pues,061ea7d0-Audio_SP16.v0
