h1_audio,candidate_h2_audio,rank,cost,is_true_match
061ea7d0-Audio_SP16,2988c6fc-Audio_SP13,1,0.3712810503241274,False
061ea7d0-Audio_SP16,d4c363bf-Audio_SP13,2,0.3829927136663874,False
061ea7d0-Audio_SP16,5819ce7a-Audio_SP11,3,0.4734795838897604,False
061ea7d0-Audio_SP16,1d46eb6e-Audio_SP18,4,0.4997342203034407,False
061ea7d0-Audio_SP16,514fc6b6-Audio_SP19,5,0.5365033804338698,False
061ea7d0-Audio_SP16,1c403477-Audio_SP13,6,0.5754471361967947,False
061ea7d0-Audio_SP16,0e6115f2-Audio_SP19,7,0.5775702957295726,False
061ea7d0-Audio_SP16,a1a056ce-Audio_SP11,8,0.5816437620597893,False
061ea7d0-Audio_SP16,501e6487-Audio_SP19,9,0.5905413608510115,False
061ea7d0-Audio_SP16,42d56bbf-Audio_SP23,10,0.6190936364613742,False
061ea7d0-Audio_SP16,adad0062-Audio_SP17,11,0.6346323507500706,False
061ea7d0-Audio_SP16,12c532f8-Audio_SP15,12,0.6797002823185296,False
061ea7d0-Audio_SP16,5586979c-Audio_SP18,13,0.7250176928142682,False
061ea7d0-Audio_SP16,a452055c-Audio_SP11,14,0.7286569663660374,False
061ea7d0-Audio_SP16,c3533b36-Audio_SP16,15,0.7624878829888722,False
061ea7d0-Audio_SP16,e90f8e4d-Audio_SP22,16,0.774054060062205,False
061ea7d0-Audio_SP16,919b9bc1-Audio_SP14,17,0.7806745241187255,False
061ea7d0-Audio_SP16,fcd45f4d-Audio_SP21,18,0.8158500542390451,False
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,19,0.819723784297721,True
061ea7d0-Audio_SP16,7dec1dd7-Audio_SP13,20,0.8421569192063005,False
061ea7d0-Audio_SP16,3361ee02-Audio_SP10,21,0.8607916462708877,False
061ea7d0-Audio_SP16,cafd9c21-Audio_SP27,22,0.8797619183018716,False
061ea7d0-Audio_SP16,7aee4437-Audio_SP12,23,0.8845817437197614,False
061ea7d0-Audio_SP16,9a0c18cb-Audio_SP14,24,0.9034024870199651,False
061ea7d0-Audio_SP16,181d5ce9-Audio_SP21,25,0.9071288606758836,False
061ea7d0-Audio_SP16,49ae7020-Audio_SP17,26,0.9111387887046439,False
061ea7d0-Audio_SP16,85c7895f-Audio_SP16,27,0.9462455569097878,False
061ea7d0-Audio_SP16,f061152e-Audio_SP12,28,0.999248840177128,False
061ea7d0-Audio_SP16,5278b5b9-Audio_SP15,29,1.0556910260463173,False
061ea7d0-Audio_SP16,63239054-Audio_SP15,30,1.061648443615315,False
061ea7d0-Audio_SP16,713a2f9b-Audio_SP16,31,1.064108785634118,False
061ea7d0-Audio_SP16,7a414497-Audio_SP15,32,1.0817282940708652,False
061ea7d0-Audio_SP16,51a17262-Audio_SP18,33,1.0883875165695782,False
061ea7d0-Audio_SP16,0af9ac47-Audio_SP14,34,1.1090204430938346,False
061ea7d0-Audio_SP16,5a932187-audio_SP16,35,1.1735539088151399,False
061ea7d0-Audio_SP16,7c3c98d2-Audio_SP13,36,1.2333993520369808,False
061ea7d0-Audio_SP16,2e25304d-Audio_SP12,37,1.2703310318698724,False
061ea7d0-Audio_SP16,7e277fda-Audio_SP28,38,1.4858206516042212,False
061ea7d0-Audio_SP16,375a28cd-Audio_SP16,39,1.5696273207571836,False
061ea7d0-Audio_SP16,dbeec025-Audio_SP13,40,1.5908980016983165,False
061ea7d0-Audio_SP16,34ad326e-Audio_SP7,41,1.629274970230163,False
061ea7d0-Audio_SP16,30a90cb2-Audio_SP21,42,1.7998800417733132,False
061ea7d0-Audio_SP16,0f786745-Audio_SP20,43,1.8375939149458143,False
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,1,0.5424312345112933,True
0af9ac47-Audio_SP14,cafd9c21-Audio_SP27,2,0.5433736069138491,False
0af9ac47-Audio_SP14,181d5ce9-Audio_SP21,3,0.6141874514771877,False
0af9ac47-Audio_SP14,9a0c18cb-Audio_SP14,4,0.617942751986768,False
0af9ac47-Audio_SP14,12c532f8-Audio_SP15,5,0.6280086960036267,False
0af9ac47-Audio_SP14,adad0062-Audio_SP17,6,0.6713382427375161,False
0af9ac47-Audio_SP14,2988c6fc-Audio_SP13,7,0.6861896201001696,False
0af9ac47-Audio_SP14,1d46eb6e-Audio_SP18,8,0.6866921431786102,False
0af9ac47-Audio_SP14,7dec1dd7-Audio_SP13,9,0.6982593641604848,False
0af9ac47-Audio_SP14,3361ee02-Audio_SP10,10,0.699003672294719,False
0af9ac47-Audio_SP14,7a414497-Audio_SP15,11,0.704772257458298,False
0af9ac47-Audio_SP14,501e6487-Audio_SP19,12,0.7256483395206299,False
0af9ac47-Audio_SP14,2e25304d-Audio_SP12,13,0.7432817294663431,False
0af9ac47-Audio_SP14,5819ce7a-Audio_SP11,14,0.7628067209421701,False
0af9ac47-Audio_SP14,e90f8e4d-Audio_SP22,15,0.7644215059378905,False
0af9ac47-Audio_SP14,49ae7020-Audio_SP17,16,0.7764686808592801,False
0af9ac47-Audio_SP14,0e6115f2-Audio_SP19,17,0.7843843202879794,False
0af9ac47-Audio_SP14,1c403477-Audio_SP13,18,0.7852181164946377,False
0af9ac47-Audio_SP14,061ea7d0-Audio_SP16,19,0.7896060481143508,False
0af9ac47-Audio_SP14,fcd45f4d-Audio_SP21,20,0.8118669491572774,False
